,days,user_id,age,gender,location,timeslot,gameid,gener
19047,7,212,25,2,6,4,10,3
19048,7,212,25,2,6,5,16,5
19049,7,212,25,2,6,6,7,2
19050,7,212,25,2,6,7,7,2
19051,7,212,25,2,6,8,10,3
19052,7,212,25,2,6,9,14,4
19053,8,212,25,2,6,1,18,6
19054,8,212,25,2,6,2,8,2
19055,8,212,25,2,6,3,4,1
19056,8,212,25,2,6,4,12,4
19057,8,212,25,2,6,5,10,3
19058,8,212,25,2,6,6,11,3
19059,8,212,25,2,6,7,13,4
19060,8,212,25,2,6,8,4,1
19061,8,212,25,2,6,9,20,6
19062,9,212,25,2,6,1,15,5
19063,9,212,25,2,6,2,2,1
19064,9,212,25,2,6,3,5,2
19065,9,212,25,2,6,4,12,4
19066,9,212,25,2,6,5,18,6
19067,9,212,25,2,6,6,6,2
19068,9,212,25,2,6,7,9,3
19069,9,212,25,2,6,8,9,3
19070,9,212,25,2,6,9,16,5
19071,10,212,25,2,6,1,6,2
19072,10,212,25,2,6,2,16,5
19073,10,212,25,2,6,3,3,1
19074,10,212,25,2,6,4,15,5
19075,10,212,25,2,6,5,2,1
19076,10,212,25,2,6,6,12,4
19077,10,212,25,2,6,7,1,1
19078,10,212,25,2,6,8,16,5
19079,10,212,25,2,6,9,3,1
19080,1,213,29,3,11,1,10,3
19081,1,213,29,3,11,2,5,2
19082,1,213,29,3,11,3,17,5
19083,1,213,29,3,11,4,19,6
19084,1,213,29,3,11,5,2,1
19085,1,213,29,3,11,6,11,3
19086,1,213,29,3,11,7,14,4
19087,1,213,29,3,11,8,1,1
19088,1,213,29,3,11,9,16,5
19089,2,213,29,3,11,1,7,2
19090,2,213,29,3,11,2,20,6
19091,2,213,29,3,11,3,20,6
19092,2,213,29,3,11,4,11,3
19093,2,213,29,3,11,5,5,2
19094,2,213,29,3,11,6,5,2
19095,2,213,29,3,11,7,8,2
19096,2,213,29,3,11,8,18,6
19097,2,213,29,3,11,9,19,6
19098,3,213,29,3,11,1,20,6
19099,3,213,29,3,11,2,7,2
19100,3,213,29,3,11,3,17,5
19101,3,213,29,3,11,4,14,4
19102,3,213,29,3,11,5,4,1
19103,3,213,29,3,11,6,2,1
19104,3,213,29,3,11,7,1,1
19105,3,213,29,3,11,8,19,6
19106,3,213,29,3,11,9,13,4
19107,4,213,29,3,11,1,13,4
19108,4,213,29,3,11,2,9,3
19109,4,213,29,3,11,3,2,1
19110,4,213,29,3,11,4,9,3
19111,4,213,29,3,11,5,5,2
19112,4,213,29,3,11,6,19,6
19113,4,213,29,3,11,7,13,4
19114,4,213,29,3,11,8,6,2
19115,4,213,29,3,11,9,11,3
19116,5,213,29,3,11,1,7,2
19117,5,213,29,3,11,2,5,2
19118,5,213,29,3,11,3,2,1
19119,5,213,29,3,11,4,16,5
19120,5,213,29,3,11,5,3,1
19121,5,213,29,3,11,6,11,3
19122,5,213,29,3,11,7,16,5
19123,5,213,29,3,11,8,2,1
19124,5,213,29,3,11,9,14,4
19125,6,213,29,3,11,1,20,6
19126,6,213,29,3,11,2,13,4
19127,6,213,29,3,11,3,18,6
19128,6,213,29,3,11,4,17,5
19129,6,213,29,3,11,5,13,4
19130,6,213,29,3,11,6,12,4
19131,6,213,29,3,11,7,8,2
19132,6,213,29,3,11,8,16,5
19133,6,213,29,3,11,9,6,2
19134,7,213,29,3,11,1,14,4
19135,7,213,29,3,11,2,13,4
19136,7,213,29,3,11,3,19,6
19137,7,213,29,3,11,4,19,6
19138,7,213,29,3,11,5,8,2
19139,7,213,29,3,11,6,9,3
19140,7,213,29,3,11,7,5,2
19141,7,213,29,3,11,8,1,1
19142,7,213,29,3,11,9,12,4
19143,8,213,29,3,11,1,14,4
19144,8,213,29,3,11,2,11,3
19145,8,213,29,3,11,3,9,3
19146,8,213,29,3,11,4,10,3
19147,8,213,29,3,11,5,18,6
19148,8,213,29,3,11,6,6,2
19149,8,213,29,3,11,7,6,2
19150,8,213,29,3,11,8,7,2
19151,8,213,29,3,11,9,12,4
19152,9,213,29,3,11,1,19,6
19153,9,213,29,3,11,2,12,4
19154,9,213,29,3,11,3,6,2
19155,9,213,29,3,11,4,18,6
19156,9,213,29,3,11,5,15,5
19157,9,213,29,3,11,6,15,5
19158,9,213,29,3,11,7,1,1
19159,9,213,29,3,11,8,8,2
19160,9,213,29,3,11,9,19,6
19161,10,213,29,3,11,1,15,5
19162,10,213,29,3,11,2,10,3
19163,10,213,29,3,11,3,8,2
19164,10,213,29,3,11,4,12,4
19165,10,213,29,3,11,5,2,1
19166,10,213,29,3,11,6,9,3
19167,10,213,29,3,11,7,11,3
19168,10,213,29,3,11,8,7,2
19169,10,213,29,3,11,9,15,5
19170,1,214,24,1,5,1,12,4
19171,1,214,24,1,5,2,12,4
19172,1,214,24,1,5,3,7,2
19173,1,214,24,1,5,4,2,1
19174,1,214,24,1,5,5,8,2
19175,1,214,24,1,5,6,11,3
19176,1,214,24,1,5,7,5,2
19177,1,214,24,1,5,8,9,3
19178,1,214,24,1,5,9,20,6
19179,2,214,24,1,5,1,5,2
19180,2,214,24,1,5,2,19,6
19181,2,214,24,1,5,3,10,3
19182,2,214,24,1,5,4,3,1
19183,2,214,24,1,5,5,8,2
19184,2,214,24,1,5,6,18,6
19185,2,214,24,1,5,7,16,5
19186,2,214,24,1,5,8,6,2
19187,2,214,24,1,5,9,16,5
19188,3,214,24,1,5,1,16,5
19189,3,214,24,1,5,2,13,4
19190,3,214,24,1,5,3,19,6
19191,3,214,24,1,5,4,18,6
19192,3,214,24,1,5,5,6,2
19193,3,214,24,1,5,6,10,3
19194,3,214,24,1,5,7,15,5
19195,3,214,24,1,5,8,9,3
19196,3,214,24,1,5,9,5,2
19197,4,214,24,1,5,1,7,2
19198,4,214,24,1,5,2,17,5
19199,4,214,24,1,5,3,14,4
19200,4,214,24,1,5,4,17,5
19201,4,214,24,1,5,5,1,1
19202,4,214,24,1,5,6,9,3
19203,4,214,24,1,5,7,5,2
19204,4,214,24,1,5,8,8,2
19205,4,214,24,1,5,9,12,4
19206,5,214,24,1,5,1,6,2
19207,5,214,24,1,5,2,11,3
19208,5,214,24,1,5,3,4,1
19209,5,214,24,1,5,4,2,1
19210,5,214,24,1,5,5,10,3
19211,5,214,24,1,5,6,11,3
19212,5,214,24,1,5,7,1,1
19213,5,214,24,1,5,8,20,6
19214,5,214,24,1,5,9,15,5
19215,6,214,24,1,5,1,10,3
19216,6,214,24,1,5,2,6,2
19217,6,214,24,1,5,3,7,2
19218,6,214,24,1,5,4,8,2
19219,6,214,24,1,5,5,20,6
19220,6,214,24,1,5,6,16,5
19221,6,214,24,1,5,7,13,4
19222,6,214,24,1,5,8,16,5
19223,6,214,24,1,5,9,14,4
19224,7,214,24,1,5,1,5,2
19225,7,214,24,1,5,2,17,5
19226,7,214,24,1,5,3,3,1
19227,7,214,24,1,5,4,9,3
19228,7,214,24,1,5,5,12,4
19229,7,214,24,1,5,6,10,3
19230,7,214,24,1,5,7,1,1
19231,7,214,24,1,5,8,4,1
19232,7,214,24,1,5,9,16,5
19233,8,214,24,1,5,1,7,2
19234,8,214,24,1,5,2,12,4
19235,8,214,24,1,5,3,5,2
19236,8,214,24,1,5,4,10,3
19237,8,214,24,1,5,5,17,5
19238,8,214,24,1,5,6,3,1
19239,8,214,24,1,5,7,18,6
19240,8,214,24,1,5,8,20,6
19241,8,214,24,1,5,9,18,6
19242,9,214,24,1,5,1,2,1
19243,9,214,24,1,5,2,5,2
19244,9,214,24,1,5,3,14,4
19245,9,214,24,1,5,4,6,2
19246,9,214,24,1,5,5,6,2
19247,9,214,24,1,5,6,12,4
19248,9,214,24,1,5,7,11,3
19249,9,214,24,1,5,8,14,4
19250,9,214,24,1,5,9,3,1
19251,10,214,24,1,5,1,17,5
19252,10,214,24,1,5,2,18,6
19253,10,214,24,1,5,3,1,1
19254,10,214,24,1,5,4,16,5
19255,10,214,24,1,5,5,6,2
19256,10,214,24,1,5,6,12,4
19257,10,214,24,1,5,7,7,2
19258,10,214,24,1,5,8,18,6
19259,10,214,24,1,5,9,7,2
19260,1,215,20,3,5,1,19,6
19261,1,215,20,3,5,2,16,5
19262,1,215,20,3,5,3,3,1
19263,1,215,20,3,5,4,14,4
19264,1,215,20,3,5,5,20,6
19265,1,215,20,3,5,6,15,5
19266,1,215,20,3,5,7,16,5
19267,1,215,20,3,5,8,10,3
19268,1,215,20,3,5,9,20,6
19269,2,215,20,3,5,1,2,1
19270,2,215,20,3,5,2,1,1
19271,2,215,20,3,5,3,8,2
19272,2,215,20,3,5,4,18,6
19273,2,215,20,3,5,5,19,6
19274,2,215,20,3,5,6,7,2
19275,2,215,20,3,5,7,19,6
19276,2,215,20,3,5,8,2,1
19277,2,215,20,3,5,9,18,6
19278,3,215,20,3,5,1,10,3
19279,3,215,20,3,5,2,2,1
19280,3,215,20,3,5,3,20,6
19281,3,215,20,3,5,4,16,5
19282,3,215,20,3,5,5,2,1
19283,3,215,20,3,5,6,20,6
19284,3,215,20,3,5,7,1,1
19285,3,215,20,3,5,8,19,6
19286,3,215,20,3,5,9,19,6
19287,4,215,20,3,5,1,19,6
19288,4,215,20,3,5,2,19,6
19289,4,215,20,3,5,3,8,2
19290,4,215,20,3,5,4,14,4
19291,4,215,20,3,5,5,3,1
19292,4,215,20,3,5,6,8,2
19293,4,215,20,3,5,7,11,3
19294,4,215,20,3,5,8,9,3
19295,4,215,20,3,5,9,2,1
19296,5,215,20,3,5,1,6,2
19297,5,215,20,3,5,2,4,1
19298,5,215,20,3,5,3,1,1
19299,5,215,20,3,5,4,4,1
19300,5,215,20,3,5,5,15,5
19301,5,215,20,3,5,6,5,2
19302,5,215,20,3,5,7,10,3
19303,5,215,20,3,5,8,5,2
19304,5,215,20,3,5,9,8,2
19305,6,215,20,3,5,1,17,5
19306,6,215,20,3,5,2,5,2
19307,6,215,20,3,5,3,12,4
19308,6,215,20,3,5,4,7,2
19309,6,215,20,3,5,5,6,2
19310,6,215,20,3,5,6,13,4
19311,6,215,20,3,5,7,16,5
19312,6,215,20,3,5,8,13,4
19313,6,215,20,3,5,9,17,5
19314,7,215,20,3,5,1,13,4
19315,7,215,20,3,5,2,17,5
19316,7,215,20,3,5,3,6,2
19317,7,215,20,3,5,4,1,1
19318,7,215,20,3,5,5,2,1
19319,7,215,20,3,5,6,12,4
19320,7,215,20,3,5,7,14,4
19321,7,215,20,3,5,8,17,5
19322,7,215,20,3,5,9,2,1
19323,8,215,20,3,5,1,6,2
19324,8,215,20,3,5,2,16,5
19325,8,215,20,3,5,3,10,3
19326,8,215,20,3,5,4,7,2
19327,8,215,20,3,5,5,9,3
19328,8,215,20,3,5,6,14,4
19329,8,215,20,3,5,7,2,1
19330,8,215,20,3,5,8,9,3
19331,8,215,20,3,5,9,13,4
19332,9,215,20,3,5,1,14,4
19333,9,215,20,3,5,2,10,3
19334,9,215,20,3,5,3,14,4
19335,9,215,20,3,5,4,3,1
19336,9,215,20,3,5,5,14,4
19337,9,215,20,3,5,6,2,1
19338,9,215,20,3,5,7,1,1
19339,9,215,20,3,5,8,15,5
19340,9,215,20,3,5,9,15,5
19341,10,215,20,3,5,1,13,4
19342,10,215,20,3,5,2,19,6
19343,10,215,20,3,5,3,4,1
19344,10,215,20,3,5,4,10,3
19345,10,215,20,3,5,5,7,2
19346,10,215,20,3,5,6,9,3
19347,10,215,20,3,5,7,12,4
19348,10,215,20,3,5,8,2,1
19349,10,215,20,3,5,9,5,2
19350,1,216,29,2,1,1,19,6
19351,1,216,29,2,1,2,11,3
19352,1,216,29,2,1,3,17,5
19353,1,216,29,2,1,4,15,5
19354,1,216,29,2,1,5,12,4
19355,1,216,29,2,1,6,4,1
19356,1,216,29,2,1,7,4,1
19357,1,216,29,2,1,8,16,5
19358,1,216,29,2,1,9,7,2
19359,2,216,29,2,1,1,11,3
19360,2,216,29,2,1,2,5,2
19361,2,216,29,2,1,3,17,5
19362,2,216,29,2,1,4,19,6
19363,2,216,29,2,1,5,6,2
19364,2,216,29,2,1,6,19,6
19365,2,216,29,2,1,7,1,1
19366,2,216,29,2,1,8,13,4
19367,2,216,29,2,1,9,2,1
19368,3,216,29,2,1,1,16,5
19369,3,216,29,2,1,2,10,3
19370,3,216,29,2,1,3,16,5
19371,3,216,29,2,1,4,14,4
19372,3,216,29,2,1,5,3,1
19373,3,216,29,2,1,6,17,5
19374,3,216,29,2,1,7,1,1
19375,3,216,29,2,1,8,9,3
19376,3,216,29,2,1,9,12,4
19377,4,216,29,2,1,1,3,1
19378,4,216,29,2,1,2,8,2
19379,4,216,29,2,1,3,19,6
19380,4,216,29,2,1,4,9,3
19381,4,216,29,2,1,5,2,1
19382,4,216,29,2,1,6,3,1
19383,4,216,29,2,1,7,11,3
19384,4,216,29,2,1,8,2,1
19385,4,216,29,2,1,9,19,6
19386,5,216,29,2,1,1,17,5
19387,5,216,29,2,1,2,15,5
19388,5,216,29,2,1,3,9,3
19389,5,216,29,2,1,4,18,6
19390,5,216,29,2,1,5,5,2
19391,5,216,29,2,1,6,6,2
19392,5,216,29,2,1,7,13,4
19393,5,216,29,2,1,8,17,5
19394,5,216,29,2,1,9,14,4
19395,6,216,29,2,1,1,7,2
19396,6,216,29,2,1,2,19,6
19397,6,216,29,2,1,3,17,5
19398,6,216,29,2,1,4,5,2
19399,6,216,29,2,1,5,13,4
19400,6,216,29,2,1,6,6,2
19401,6,216,29,2,1,7,20,6
19402,6,216,29,2,1,8,9,3
19403,6,216,29,2,1,9,12,4
19404,7,216,29,2,1,1,11,3
19405,7,216,29,2,1,2,13,4
19406,7,216,29,2,1,3,14,4
19407,7,216,29,2,1,4,15,5
19408,7,216,29,2,1,5,3,1
19409,7,216,29,2,1,6,17,5
19410,7,216,29,2,1,7,15,5
19411,7,216,29,2,1,8,15,5
19412,7,216,29,2,1,9,1,1
19413,8,216,29,2,1,1,10,3
19414,8,216,29,2,1,2,6,2
19415,8,216,29,2,1,3,12,4
19416,8,216,29,2,1,4,9,3
19417,8,216,29,2,1,5,11,3
19418,8,216,29,2,1,6,10,3
19419,8,216,29,2,1,7,17,5
19420,8,216,29,2,1,8,16,5
19421,8,216,29,2,1,9,18,6
19422,9,216,29,2,1,1,13,4
19423,9,216,29,2,1,2,7,2
19424,9,216,29,2,1,3,16,5
19425,9,216,29,2,1,4,16,5
19426,9,216,29,2,1,5,9,3
19427,9,216,29,2,1,6,13,4
19428,9,216,29,2,1,7,2,1
19429,9,216,29,2,1,8,13,4
19430,9,216,29,2,1,9,7,2
19431,10,216,29,2,1,1,7,2
19432,10,216,29,2,1,2,14,4
19433,10,216,29,2,1,3,2,1
19434,10,216,29,2,1,4,8,2
19435,10,216,29,2,1,5,15,5
19436,10,216,29,2,1,6,13,4
19437,10,216,29,2,1,7,11,3
19438,10,216,29,2,1,8,8,2
19439,10,216,29,2,1,9,12,4
19440,1,217,20,2,12,1,15,5
19441,1,217,20,2,12,2,4,1
19442,1,217,20,2,12,3,16,5
19443,1,217,20,2,12,4,12,4
19444,1,217,20,2,12,5,18,6
19445,1,217,20,2,12,6,3,1
19446,1,217,20,2,12,7,5,2
19447,1,217,20,2,12,8,19,6
19448,1,217,20,2,12,9,2,1
19449,2,217,20,2,12,1,10,3
19450,2,217,20,2,12,2,4,1
19451,2,217,20,2,12,3,20,6
19452,2,217,20,2,12,4,16,5
19453,2,217,20,2,12,5,5,2
19454,2,217,20,2,12,6,19,6
19455,2,217,20,2,12,7,8,2
19456,2,217,20,2,12,8,16,5
19457,2,217,20,2,12,9,20,6
19458,3,217,20,2,12,1,3,1
19459,3,217,20,2,12,2,8,2
19460,3,217,20,2,12,3,15,5
19461,3,217,20,2,12,4,2,1
19462,3,217,20,2,12,5,16,5
19463,3,217,20,2,12,6,3,1
19464,3,217,20,2,12,7,10,3
19465,3,217,20,2,12,8,3,1
19466,3,217,20,2,12,9,7,2
19467,4,217,20,2,12,1,7,2
19468,4,217,20,2,12,2,12,4
19469,4,217,20,2,12,3,13,4
19470,4,217,20,2,12,4,3,1
19471,4,217,20,2,12,5,4,1
19472,4,217,20,2,12,6,1,1
19473,4,217,20,2,12,7,3,1
19474,4,217,20,2,12,8,12,4
19475,4,217,20,2,12,9,17,5
19476,5,217,20,2,12,1,3,1
19477,5,217,20,2,12,2,1,1
19478,5,217,20,2,12,3,4,1
19479,5,217,20,2,12,4,19,6
19480,5,217,20,2,12,5,3,1
19481,5,217,20,2,12,6,9,3
19482,5,217,20,2,12,7,16,5
19483,5,217,20,2,12,8,14,4
19484,5,217,20,2,12,9,6,2
19485,6,217,20,2,12,1,10,3
19486,6,217,20,2,12,2,5,2
19487,6,217,20,2,12,3,12,4
19488,6,217,20,2,12,4,19,6
19489,6,217,20,2,12,5,10,3
19490,6,217,20,2,12,6,6,2
19491,6,217,20,2,12,7,8,2
19492,6,217,20,2,12,8,3,1
19493,6,217,20,2,12,9,7,2
19494,7,217,20,2,12,1,2,1
19495,7,217,20,2,12,2,18,6
19496,7,217,20,2,12,3,13,4
19497,7,217,20,2,12,4,9,3
19498,7,217,20,2,12,5,9,3
19499,7,217,20,2,12,6,10,3
19500,7,217,20,2,12,7,14,4
19501,7,217,20,2,12,8,7,2
19502,7,217,20,2,12,9,4,1
19503,8,217,20,2,12,1,18,6
19504,8,217,20,2,12,2,15,5
19505,8,217,20,2,12,3,19,6
19506,8,217,20,2,12,4,10,3
19507,8,217,20,2,12,5,19,6
19508,8,217,20,2,12,6,1,1
19509,8,217,20,2,12,7,8,2
19510,8,217,20,2,12,8,8,2
19511,8,217,20,2,12,9,1,1
19512,9,217,20,2,12,1,10,3
19513,9,217,20,2,12,2,9,3
19514,9,217,20,2,12,3,2,1
19515,9,217,20,2,12,4,19,6
19516,9,217,20,2,12,5,17,5
19517,9,217,20,2,12,6,16,5
19518,9,217,20,2,12,7,15,5
19519,9,217,20,2,12,8,16,5
19520,9,217,20,2,12,9,3,1
19521,10,217,20,2,12,1,7,2
19522,10,217,20,2,12,2,18,6
19523,10,217,20,2,12,3,10,3
19524,10,217,20,2,12,4,5,2
19525,10,217,20,2,12,5,3,1
19526,10,217,20,2,12,6,12,4
19527,10,217,20,2,12,7,13,4
19528,10,217,20,2,12,8,9,3
19529,10,217,20,2,12,9,16,5
19530,1,218,28,2,6,1,10,3
19531,1,218,28,2,6,2,19,6
19532,1,218,28,2,6,3,16,5
19533,1,218,28,2,6,4,12,4
19534,1,218,28,2,6,5,13,4
19535,1,218,28,2,6,6,15,5
19536,1,218,28,2,6,7,3,1
19537,1,218,28,2,6,8,6,2
19538,1,218,28,2,6,9,10,3
19539,2,218,28,2,6,1,14,4
19540,2,218,28,2,6,2,1,1
19541,2,218,28,2,6,3,18,6
19542,2,218,28,2,6,4,17,5
19543,2,218,28,2,6,5,3,1
19544,2,218,28,2,6,6,6,2
19545,2,218,28,2,6,7,4,1
19546,2,218,28,2,6,8,9,3
19547,2,218,28,2,6,9,6,2
19548,3,218,28,2,6,1,20,6
19549,3,218,28,2,6,2,12,4
19550,3,218,28,2,6,3,7,2
19551,3,218,28,2,6,4,1,1
19552,3,218,28,2,6,5,7,2
19553,3,218,28,2,6,6,16,5
19554,3,218,28,2,6,7,9,3
19555,3,218,28,2,6,8,15,5
19556,3,218,28,2,6,9,17,5
19557,4,218,28,2,6,1,12,4
19558,4,218,28,2,6,2,14,4
19559,4,218,28,2,6,3,16,5
19560,4,218,28,2,6,4,6,2
19561,4,218,28,2,6,5,11,3
19562,4,218,28,2,6,6,10,3
19563,4,218,28,2,6,7,13,4
19564,4,218,28,2,6,8,14,4
19565,4,218,28,2,6,9,19,6
19566,5,218,28,2,6,1,8,2
19567,5,218,28,2,6,2,10,3
19568,5,218,28,2,6,3,19,6
19569,5,218,28,2,6,4,8,2
19570,5,218,28,2,6,5,7,2
19571,5,218,28,2,6,6,6,2
19572,5,218,28,2,6,7,9,3
19573,5,218,28,2,6,8,12,4
19574,5,218,28,2,6,9,7,2
19575,6,218,28,2,6,1,3,1
19576,6,218,28,2,6,2,16,5
19577,6,218,28,2,6,3,7,2
19578,6,218,28,2,6,4,16,5
19579,6,218,28,2,6,5,19,6
19580,6,218,28,2,6,6,7,2
19581,6,218,28,2,6,7,8,2
19582,6,218,28,2,6,8,17,5
19583,6,218,28,2,6,9,11,3
19584,7,218,28,2,6,1,1,1
19585,7,218,28,2,6,2,16,5
19586,7,218,28,2,6,3,15,5
19587,7,218,28,2,6,4,16,5
19588,7,218,28,2,6,5,9,3
19589,7,218,28,2,6,6,3,1
19590,7,218,28,2,6,7,11,3
19591,7,218,28,2,6,8,10,3
19592,7,218,28,2,6,9,3,1
19593,8,218,28,2,6,1,11,3
19594,8,218,28,2,6,2,14,4
19595,8,218,28,2,6,3,13,4
19596,8,218,28,2,6,4,5,2
19597,8,218,28,2,6,5,18,6
19598,8,218,28,2,6,6,14,4
19599,8,218,28,2,6,7,14,4
19600,8,218,28,2,6,8,6,2
19601,8,218,28,2,6,9,11,3
19602,9,218,28,2,6,1,12,4
19603,9,218,28,2,6,2,20,6
19604,9,218,28,2,6,3,3,1
19605,9,218,28,2,6,4,19,6
19606,9,218,28,2,6,5,18,6
19607,9,218,28,2,6,6,16,5
19608,9,218,28,2,6,7,19,6
19609,9,218,28,2,6,8,19,6
19610,9,218,28,2,6,9,19,6
19611,10,218,28,2,6,1,3,1
19612,10,218,28,2,6,2,10,3
19613,10,218,28,2,6,3,16,5
19614,10,218,28,2,6,4,7,2
19615,10,218,28,2,6,5,9,3
19616,10,218,28,2,6,6,18,6
19617,10,218,28,2,6,7,5,2
19618,10,218,28,2,6,8,19,6
19619,10,218,28,2,6,9,17,5
19620,1,219,21,2,14,1,20,6
19621,1,219,21,2,14,2,11,3
19622,1,219,21,2,14,3,14,4
19623,1,219,21,2,14,4,5,2
19624,1,219,21,2,14,5,10,3
19625,1,219,21,2,14,6,7,2
19626,1,219,21,2,14,7,15,5
19627,1,219,21,2,14,8,9,3
19628,1,219,21,2,14,9,5,2
19629,2,219,21,2,14,1,5,2
19630,2,219,21,2,14,2,17,5
19631,2,219,21,2,14,3,15,5
19632,2,219,21,2,14,4,17,5
19633,2,219,21,2,14,5,2,1
19634,2,219,21,2,14,6,20,6
19635,2,219,21,2,14,7,9,3
19636,2,219,21,2,14,8,5,2
19637,2,219,21,2,14,9,16,5
19638,3,219,21,2,14,1,6,2
19639,3,219,21,2,14,2,18,6
19640,3,219,21,2,14,3,6,2
19641,3,219,21,2,14,4,4,1
19642,3,219,21,2,14,5,10,3
19643,3,219,21,2,14,6,11,3
19644,3,219,21,2,14,7,7,2
19645,3,219,21,2,14,8,5,2
19646,3,219,21,2,14,9,12,4
19647,4,219,21,2,14,1,2,1
19648,4,219,21,2,14,2,7,2
19649,4,219,21,2,14,3,10,3
19650,4,219,21,2,14,4,8,2
19651,4,219,21,2,14,5,12,4
19652,4,219,21,2,14,6,19,6
19653,4,219,21,2,14,7,10,3
19654,4,219,21,2,14,8,1,1
19655,4,219,21,2,14,9,20,6
19656,5,219,21,2,14,1,16,5
19657,5,219,21,2,14,2,18,6
19658,5,219,21,2,14,3,20,6
19659,5,219,21,2,14,4,7,2
19660,5,219,21,2,14,5,13,4
19661,5,219,21,2,14,6,9,3
19662,5,219,21,2,14,7,20,6
19663,5,219,21,2,14,8,18,6
19664,5,219,21,2,14,9,15,5
19665,6,219,21,2,14,1,9,3
19666,6,219,21,2,14,2,5,2
19667,6,219,21,2,14,3,17,5
19668,6,219,21,2,14,4,17,5
19669,6,219,21,2,14,5,11,3
19670,6,219,21,2,14,6,12,4
19671,6,219,21,2,14,7,7,2
19672,6,219,21,2,14,8,6,2
19673,6,219,21,2,14,9,11,3
19674,7,219,21,2,14,1,15,5
19675,7,219,21,2,14,2,19,6
19676,7,219,21,2,14,3,15,5
19677,7,219,21,2,14,4,18,6
19678,7,219,21,2,14,5,14,4
19679,7,219,21,2,14,6,6,2
19680,7,219,21,2,14,7,12,4
19681,7,219,21,2,14,8,19,6
19682,7,219,21,2,14,9,7,2
19683,8,219,21,2,14,1,20,6
19684,8,219,21,2,14,2,3,1
19685,8,219,21,2,14,3,3,1
19686,8,219,21,2,14,4,6,2
19687,8,219,21,2,14,5,9,3
19688,8,219,21,2,14,6,20,6
19689,8,219,21,2,14,7,3,1
19690,8,219,21,2,14,8,19,6
19691,8,219,21,2,14,9,11,3
19692,9,219,21,2,14,1,8,2
19693,9,219,21,2,14,2,16,5
19694,9,219,21,2,14,3,11,3
19695,9,219,21,2,14,4,6,2
19696,9,219,21,2,14,5,13,4
19697,9,219,21,2,14,6,12,4
19698,9,219,21,2,14,7,19,6
19699,9,219,21,2,14,8,11,3
19700,9,219,21,2,14,9,7,2
19701,10,219,21,2,14,1,18,6
19702,10,219,21,2,14,2,10,3
19703,10,219,21,2,14,3,12,4
19704,10,219,21,2,14,4,11,3
19705,10,219,21,2,14,5,5,2
19706,10,219,21,2,14,6,20,6
19707,10,219,21,2,14,7,17,5
19708,10,219,21,2,14,8,13,4
19709,10,219,21,2,14,9,2,1
19710,1,220,30,3,15,1,8,2
19711,1,220,30,3,15,2,13,4
19712,1,220,30,3,15,3,20,6
19713,1,220,30,3,15,4,4,1
19714,1,220,30,3,15,5,4,1
19715,1,220,30,3,15,6,16,5
19716,1,220,30,3,15,7,2,1
19717,1,220,30,3,15,8,11,3
19718,1,220,30,3,15,9,15,5
19719,2,220,30,3,15,1,6,2
19720,2,220,30,3,15,2,13,4
19721,2,220,30,3,15,3,10,3
19722,2,220,30,3,15,4,14,4
19723,2,220,30,3,15,5,18,6
19724,2,220,30,3,15,6,5,2
19725,2,220,30,3,15,7,5,2
19726,2,220,30,3,15,8,14,4
19727,2,220,30,3,15,9,16,5
19728,3,220,30,3,15,1,4,1
19729,3,220,30,3,15,2,8,2
19730,3,220,30,3,15,3,4,1
19731,3,220,30,3,15,4,15,5
19732,3,220,30,3,15,5,15,5
19733,3,220,30,3,15,6,17,5
19734,3,220,30,3,15,7,7,2
19735,3,220,30,3,15,8,7,2
19736,3,220,30,3,15,9,16,5
19737,4,220,30,3,15,1,17,5
19738,4,220,30,3,15,2,12,4
19739,4,220,30,3,15,3,14,4
19740,4,220,30,3,15,4,15,5
19741,4,220,30,3,15,5,14,4
19742,4,220,30,3,15,6,5,2
19743,4,220,30,3,15,7,16,5
19744,4,220,30,3,15,8,14,4
19745,4,220,30,3,15,9,12,4
19746,5,220,30,3,15,1,12,4
19747,5,220,30,3,15,2,18,6
19748,5,220,30,3,15,3,5,2
19749,5,220,30,3,15,4,18,6
19750,5,220,30,3,15,5,4,1
19751,5,220,30,3,15,6,19,6
19752,5,220,30,3,15,7,4,1
19753,5,220,30,3,15,8,20,6
19754,5,220,30,3,15,9,20,6
19755,6,220,30,3,15,1,14,4
19756,6,220,30,3,15,2,11,3
19757,6,220,30,3,15,3,17,5
19758,6,220,30,3,15,4,5,2
19759,6,220,30,3,15,5,3,1
19760,6,220,30,3,15,6,11,3
19761,6,220,30,3,15,7,14,4
19762,6,220,30,3,15,8,15,5
19763,6,220,30,3,15,9,19,6
19764,7,220,30,3,15,1,1,1
19765,7,220,30,3,15,2,8,2
19766,7,220,30,3,15,3,19,6
19767,7,220,30,3,15,4,9,3
19768,7,220,30,3,15,5,7,2
19769,7,220,30,3,15,6,19,6
19770,7,220,30,3,15,7,6,2
19771,7,220,30,3,15,8,18,6
19772,7,220,30,3,15,9,18,6
19773,8,220,30,3,15,1,20,6
19774,8,220,30,3,15,2,15,5
19775,8,220,30,3,15,3,15,5
19776,8,220,30,3,15,4,3,1
19777,8,220,30,3,15,5,13,4
19778,8,220,30,3,15,6,15,5
19779,8,220,30,3,15,7,19,6
19780,8,220,30,3,15,8,2,1
19781,8,220,30,3,15,9,19,6
