"days,user_id,age,gender,location,timeslot,gameid,gener"
"7,97,23,2,5,8,13,4"
"7,97,23,2,5,9,5,2"
"8,97,23,2,5,1,3,1"
"8,97,23,2,5,2,2,1"
"8,97,23,2,5,3,15,5"
"8,97,23,2,5,4,12,4"
"8,97,23,2,5,5,18,6"
"8,97,23,2,5,6,10,3"
"8,97,23,2,5,7,17,5"
"8,97,23,2,5,8,17,5"
"8,97,23,2,5,9,20,6"
"9,97,23,2,5,1,13,4"
"9,97,23,2,5,2,17,5"
"9,97,23,2,5,3,4,1"
"9,97,23,2,5,4,20,6"
"9,97,23,2,5,5,12,4"
"9,97,23,2,5,6,2,1"
"9,97,23,2,5,7,5,2"
"9,97,23,2,5,8,17,5"
"9,97,23,2,5,9,11,3"
"10,97,23,2,5,1,2,1"
"10,97,23,2,5,2,13,4"
"10,97,23,2,5,3,13,4"
"10,97,23,2,5,4,8,2"
"10,97,23,2,5,5,20,6"
"10,97,23,2,5,6,6,2"
"10,97,23,2,5,7,18,6"
"10,97,23,2,5,8,1,1"
"10,97,23,2,5,9,10,3"
"1,98,20,2,7,1,16,5"
"1,98,20,2,7,2,20,6"
"1,98,20,2,7,3,12,4"
"1,98,20,2,7,4,12,4"
"1,98,20,2,7,5,6,2"
"1,98,20,2,7,6,3,1"
"1,98,20,2,7,7,7,2"
"1,98,20,2,7,8,16,5"
"1,98,20,2,7,9,1,1"
"2,98,20,2,7,1,10,3"
"2,98,20,2,7,2,14,4"
"2,98,20,2,7,3,2,1"
"2,98,20,2,7,4,1,1"
"2,98,20,2,7,5,7,2"
"2,98,20,2,7,6,9,3"
"2,98,20,2,7,7,1,1"
"2,98,20,2,7,8,10,3"
"2,98,20,2,7,9,12,4"
"3,98,20,2,7,1,15,5"
"3,98,20,2,7,2,9,3"
"3,98,20,2,7,3,3,1"
"3,98,20,2,7,4,8,2"
"3,98,20,2,7,5,19,6"
"3,98,20,2,7,6,17,5"
"3,98,20,2,7,7,20,6"
"3,98,20,2,7,8,20,6"
"3,98,20,2,7,9,14,4"
"4,98,20,2,7,1,6,2"
"4,98,20,2,7,2,10,3"
"4,98,20,2,7,3,1,1"
"4,98,20,2,7,4,18,6"
"4,98,20,2,7,5,4,1"
"4,98,20,2,7,6,9,3"
"4,98,20,2,7,7,10,3"
"4,98,20,2,7,8,8,2"
"4,98,20,2,7,9,4,1"
"5,98,20,2,7,1,6,2"
"5,98,20,2,7,2,4,1"
"5,98,20,2,7,3,15,5"
"5,98,20,2,7,4,9,3"
"5,98,20,2,7,5,6,2"
"5,98,20,2,7,6,3,1"
"5,98,20,2,7,7,10,3"
"5,98,20,2,7,8,1,1"
"5,98,20,2,7,9,7,2"
"6,98,20,2,7,1,15,5"
"6,98,20,2,7,2,5,2"
"6,98,20,2,7,3,18,6"
"6,98,20,2,7,4,11,3"
"6,98,20,2,7,5,5,2"
"6,98,20,2,7,6,2,1"
"6,98,20,2,7,7,20,6"
"6,98,20,2,7,8,19,6"
"6,98,20,2,7,9,15,5"
"7,98,20,2,7,1,7,2"
"7,98,20,2,7,2,19,6"
"7,98,20,2,7,3,15,5"
"7,98,20,2,7,4,14,4"
"7,98,20,2,7,5,15,5"
"7,98,20,2,7,6,16,5"
"7,98,20,2,7,7,10,3"
"7,98,20,2,7,8,13,4"
"7,98,20,2,7,9,7,2"
"8,98,20,2,7,1,5,2"
"8,98,20,2,7,2,11,3"
"8,98,20,2,7,3,13,4"
"8,98,20,2,7,4,10,3"
"8,98,20,2,7,5,7,2"
"8,98,20,2,7,6,11,3"
"8,98,20,2,7,7,13,4"
"8,98,20,2,7,8,8,2"
"8,98,20,2,7,9,15,5"
"9,98,20,2,7,1,17,5"
"9,98,20,2,7,2,14,4"
"9,98,20,2,7,3,18,6"
"9,98,20,2,7,4,13,4"
"9,98,20,2,7,5,3,1"
"9,98,20,2,7,6,12,4"
"9,98,20,2,7,7,12,4"
"9,98,20,2,7,8,4,1"
"9,98,20,2,7,9,1,1"
"10,98,20,2,7,1,8,2"
"10,98,20,2,7,2,13,4"
"10,98,20,2,7,3,11,3"
"10,98,20,2,7,4,13,4"
"10,98,20,2,7,5,4,1"
"10,98,20,2,7,6,10,3"
"10,98,20,2,7,7,5,2"
"10,98,20,2,7,8,9,3"
"10,98,20,2,7,9,17,5"
"1,99,26,3,16,1,9,3"
"1,99,26,3,16,2,7,2"
"1,99,26,3,16,3,3,1"
"1,99,26,3,16,4,16,5"
"1,99,26,3,16,5,4,1"
"1,99,26,3,16,6,17,5"
"1,99,26,3,16,7,16,5"
"1,99,26,3,16,8,13,4"
"1,99,26,3,16,9,1,1"
"2,99,26,3,16,1,19,6"
"2,99,26,3,16,2,9,3"
"2,99,26,3,16,3,11,3"
"2,99,26,3,16,4,9,3"
"2,99,26,3,16,5,2,1"
"2,99,26,3,16,6,17,5"
"2,99,26,3,16,7,2,1"
"2,99,26,3,16,8,7,2"
"2,99,26,3,16,9,19,6"
"3,99,26,3,16,1,5,2"
"3,99,26,3,16,2,19,6"
"3,99,26,3,16,3,12,4"
"3,99,26,3,16,4,19,6"
"3,99,26,3,16,5,20,6"
"3,99,26,3,16,6,17,5"
"3,99,26,3,16,7,8,2"
"3,99,26,3,16,8,7,2"
"3,99,26,3,16,9,10,3"
"4,99,26,3,16,1,12,4"
"4,99,26,3,16,2,19,6"
"4,99,26,3,16,3,14,4"
"4,99,26,3,16,4,7,2"
"4,99,26,3,16,5,14,4"
"4,99,26,3,16,6,1,1"
"4,99,26,3,16,7,1,1"
"4,99,26,3,16,8,8,2"
"4,99,26,3,16,9,4,1"
"5,99,26,3,16,1,9,3"
"5,99,26,3,16,2,1,1"
"5,99,26,3,16,3,13,4"
"5,99,26,3,16,4,15,5"
"5,99,26,3,16,5,20,6"
"5,99,26,3,16,6,17,5"
"5,99,26,3,16,7,20,6"
"5,99,26,3,16,8,1,1"
"5,99,26,3,16,9,16,5"
"6,99,26,3,16,1,15,5"
"6,99,26,3,16,2,18,6"
"6,99,26,3,16,3,15,5"
"6,99,26,3,16,4,20,6"
"6,99,26,3,16,5,6,2"
"6,99,26,3,16,6,4,1"
"6,99,26,3,16,7,18,6"
"6,99,26,3,16,8,6,2"
"6,99,26,3,16,9,18,6"
"7,99,26,3,16,1,2,1"
"7,99,26,3,16,2,1,1"
"7,99,26,3,16,3,9,3"
"7,99,26,3,16,4,16,5"
"7,99,26,3,16,5,14,4"
"7,99,26,3,16,6,2,1"
"7,99,26,3,16,7,15,5"
"7,99,26,3,16,8,18,6"
"7,99,26,3,16,9,1,1"
"8,99,26,3,16,1,14,4"
"8,99,26,3,16,2,8,2"
"8,99,26,3,16,3,18,6"
"8,99,26,3,16,4,8,2"
"8,99,26,3,16,5,7,2"
"8,99,26,3,16,6,9,3"
"8,99,26,3,16,7,10,3"
"8,99,26,3,16,8,13,4"
"8,99,26,3,16,9,8,2"
"9,99,26,3,16,1,5,2"
"9,99,26,3,16,2,4,1"
"9,99,26,3,16,3,1,1"
"9,99,26,3,16,4,1,1"
"9,99,26,3,16,5,14,4"
"9,99,26,3,16,6,3,1"
"9,99,26,3,16,7,18,6"
"9,99,26,3,16,8,17,5"
"9,99,26,3,16,9,4,1"
"10,99,26,3,16,1,4,1"
"10,99,26,3,16,2,12,4"
"10,99,26,3,16,3,12,4"
"10,99,26,3,16,4,12,4"
"10,99,26,3,16,5,20,6"
"10,99,26,3,16,6,15,5"
"10,99,26,3,16,7,10,3"
"10,99,26,3,16,8,17,5"
"10,99,26,3,16,9,14,4"
"1,100,25,2,3,1,4,1"
"1,100,25,2,3,2,5,2"
"1,100,25,2,3,3,1,1"
"1,100,25,2,3,4,12,4"
"1,100,25,2,3,5,9,3"
"1,100,25,2,3,6,13,4"
"1,100,25,2,3,7,13,4"
"1,100,25,2,3,8,9,3"
"1,100,25,2,3,9,5,2"
"2,100,25,2,3,1,8,2"
"2,100,25,2,3,2,16,5"
"2,100,25,2,3,3,4,1"
"2,100,25,2,3,4,3,1"
"2,100,25,2,3,5,4,1"
"2,100,25,2,3,6,18,6"
"2,100,25,2,3,7,9,3"
"2,100,25,2,3,8,18,6"
"2,100,25,2,3,9,13,4"
"3,100,25,2,3,1,3,1"
"3,100,25,2,3,2,12,4"
"3,100,25,2,3,3,20,6"
"3,100,25,2,3,4,6,2"
"3,100,25,2,3,5,12,4"
"3,100,25,2,3,6,20,6"
"3,100,25,2,3,7,7,2"
"3,100,25,2,3,8,13,4"
"3,100,25,2,3,9,8,2"
"4,100,25,2,3,1,9,3"
"4,100,25,2,3,2,20,6"
"4,100,25,2,3,3,7,2"
"4,100,25,2,3,4,5,2"
"4,100,25,2,3,5,5,2"
"4,100,25,2,3,6,14,4"
"4,100,25,2,3,7,15,5"
"4,100,25,2,3,8,7,2"
"4,100,25,2,3,9,10,3"
"5,100,25,2,3,1,16,5"
"5,100,25,2,3,2,6,2"
"5,100,25,2,3,3,5,2"
"5,100,25,2,3,4,20,6"
"5,100,25,2,3,5,18,6"
"5,100,25,2,3,6,9,3"
"5,100,25,2,3,7,15,5"
"5,100,25,2,3,8,6,2"
"5,100,25,2,3,9,1,1"
"6,100,25,2,3,1,4,1"
"6,100,25,2,3,2,11,3"
"6,100,25,2,3,3,19,6"
"6,100,25,2,3,4,14,4"
"6,100,25,2,3,5,7,2"
"6,100,25,2,3,6,8,2"
"6,100,25,2,3,7,4,1"
"6,100,25,2,3,8,3,1"
"6,100,25,2,3,9,2,1"
"7,100,25,2,3,1,1,1"
"7,100,25,2,3,2,20,6"
"7,100,25,2,3,3,3,1"
"7,100,25,2,3,4,3,1"
"7,100,25,2,3,5,15,5"
"7,100,25,2,3,6,20,6"
"7,100,25,2,3,7,4,1"
"7,100,25,2,3,8,3,1"
"7,100,25,2,3,9,10,3"
"8,100,25,2,3,1,19,6"
"8,100,25,2,3,2,10,3"
"8,100,25,2,3,3,10,3"
"8,100,25,2,3,4,16,5"
"8,100,25,2,3,5,8,2"
"8,100,25,2,3,6,7,2"
"8,100,25,2,3,7,14,4"
"8,100,25,2,3,8,14,4"
"8,100,25,2,3,9,20,6"
"9,100,25,2,3,1,7,2"
"9,100,25,2,3,2,8,2"
"9,100,25,2,3,3,6,2"
"9,100,25,2,3,4,18,6"
"9,100,25,2,3,5,14,4"
"9,100,25,2,3,6,5,2"
"9,100,25,2,3,7,5,2"
"9,100,25,2,3,8,6,2"
"9,100,25,2,3,9,1,1"
"10,100,25,2,3,1,18,6"
"10,100,25,2,3,2,12,4"
"10,100,25,2,3,3,9,3"
"10,100,25,2,3,4,19,6"
"10,100,25,2,3,5,14,4"
"10,100,25,2,3,6,19,6"
"10,100,25,2,3,7,14,4"
"10,100,25,2,3,8,6,2"
"10,100,25,2,3,9,6,2"
"1,101,25,1,7,1,9,3"
"1,101,25,1,7,2,14,4"
"1,101,25,1,7,3,14,4"
"1,101,25,1,7,4,2,1"
"1,101,25,1,7,5,4,1"
"1,101,25,1,7,6,16,5"
"1,101,25,1,7,7,11,3"
"1,101,25,1,7,8,1,1"
"1,101,25,1,7,9,14,4"
"2,101,25,1,7,1,4,1"
"2,101,25,1,7,2,12,4"
"2,101,25,1,7,3,10,3"
"2,101,25,1,7,4,3,1"
"2,101,25,1,7,5,5,2"
"2,101,25,1,7,6,4,1"
"2,101,25,1,7,7,1,1"
"2,101,25,1,7,8,7,2"
"2,101,25,1,7,9,20,6"
"3,101,25,1,7,1,12,4"
"3,101,25,1,7,2,19,6"
"3,101,25,1,7,3,3,1"
"3,101,25,1,7,4,12,4"
"3,101,25,1,7,5,15,5"
"3,101,25,1,7,6,6,2"
"3,101,25,1,7,7,18,6"
"3,101,25,1,7,8,11,3"
"3,101,25,1,7,9,15,5"
"4,101,25,1,7,1,16,5"
"4,101,25,1,7,2,9,3"
"4,101,25,1,7,3,20,6"
"4,101,25,1,7,4,11,3"
"4,101,25,1,7,5,12,4"
"4,101,25,1,7,6,18,6"
"4,101,25,1,7,7,8,2"
"4,101,25,1,7,8,10,3"
"4,101,25,1,7,9,7,2"
"5,101,25,1,7,1,14,4"
"5,101,25,1,7,2,8,2"
"5,101,25,1,7,3,8,2"
"5,101,25,1,7,4,10,3"
"5,101,25,1,7,5,9,3"
"5,101,25,1,7,6,15,5"
"5,101,25,1,7,7,8,2"
"5,101,25,1,7,8,15,5"
"5,101,25,1,7,9,10,3"
"6,101,25,1,7,1,7,2"
"6,101,25,1,7,2,13,4"
"6,101,25,1,7,3,8,2"
"6,101,25,1,7,4,8,2"
"6,101,25,1,7,5,20,6"
"6,101,25,1,7,6,4,1"
"6,101,25,1,7,7,11,3"
"6,101,25,1,7,8,12,4"
"6,101,25,1,7,9,20,6"
"7,101,25,1,7,1,5,2"
"7,101,25,1,7,2,1,1"
"7,101,25,1,7,3,18,6"
"7,101,25,1,7,4,19,6"
"7,101,25,1,7,5,13,4"
"7,101,25,1,7,6,14,4"
"7,101,25,1,7,7,10,3"
"7,101,25,1,7,8,2,1"
"7,101,25,1,7,9,7,2"
"8,101,25,1,7,1,13,4"
"8,101,25,1,7,2,12,4"
"8,101,25,1,7,3,5,2"
"8,101,25,1,7,4,2,1"
"8,101,25,1,7,5,16,5"
"8,101,25,1,7,6,7,2"
"8,101,25,1,7,7,19,6"
"8,101,25,1,7,8,8,2"
"8,101,25,1,7,9,4,1"
"9,101,25,1,7,1,17,5"
"9,101,25,1,7,2,12,4"
"9,101,25,1,7,3,3,1"
"9,101,25,1,7,4,5,2"
"9,101,25,1,7,5,1,1"
"9,101,25,1,7,6,14,4"
"9,101,25,1,7,7,16,5"
"9,101,25,1,7,8,3,1"
"9,101,25,1,7,9,20,6"
"10,101,25,1,7,1,8,2"
"10,101,25,1,7,2,10,3"
"10,101,25,1,7,3,12,4"
"10,101,25,1,7,4,13,4"
"10,101,25,1,7,5,3,1"
"10,101,25,1,7,6,2,1"
"10,101,25,1,7,7,5,2"
"10,101,25,1,7,8,14,4"
"10,101,25,1,7,9,3,1"
"1,102,24,2,15,1,7,2"
"1,102,24,2,15,2,16,5"
"1,102,24,2,15,3,12,4"
"1,102,24,2,15,4,6,2"
"1,102,24,2,15,5,7,2"
"1,102,24,2,15,6,16,5"
"1,102,24,2,15,7,8,2"
"1,102,24,2,15,8,2,1"
"1,102,24,2,15,9,19,6"
"2,102,24,2,15,1,3,1"
"2,102,24,2,15,2,11,3"
"2,102,24,2,15,3,8,2"
"2,102,24,2,15,4,3,1"
"2,102,24,2,15,5,2,1"
"2,102,24,2,15,6,12,4"
"2,102,24,2,15,7,3,1"
"2,102,24,2,15,8,1,1"
"2,102,24,2,15,9,5,2"
"3,102,24,2,15,1,3,1"
"3,102,24,2,15,2,3,1"
"3,102,24,2,15,3,16,5"
"3,102,24,2,15,4,2,1"
"3,102,24,2,15,5,17,5"
"3,102,24,2,15,6,5,2"
"3,102,24,2,15,7,9,3"
"3,102,24,2,15,8,16,5"
"3,102,24,2,15,9,3,1"
"4,102,24,2,15,1,1,1"
"4,102,24,2,15,2,16,5"
"4,102,24,2,15,3,17,5"
"4,102,24,2,15,4,3,1"
"4,102,24,2,15,5,15,5"
"4,102,24,2,15,6,5,2"
"4,102,24,2,15,7,8,2"
"4,102,24,2,15,8,17,5"
"4,102,24,2,15,9,6,2"
"5,102,24,2,15,1,13,4"
"5,102,24,2,15,2,1,1"
"5,102,24,2,15,3,2,1"
"5,102,24,2,15,4,20,6"
"5,102,24,2,15,5,20,6"
"5,102,24,2,15,6,4,1"
"5,102,24,2,15,7,2,1"
"5,102,24,2,15,8,8,2"
"5,102,24,2,15,9,16,5"
"6,102,24,2,15,1,14,4"
"6,102,24,2,15,2,8,2"
"6,102,24,2,15,3,2,1"
"6,102,24,2,15,4,15,5"
"6,102,24,2,15,5,18,6"
"6,102,24,2,15,6,15,5"
"6,102,24,2,15,7,11,3"
"6,102,24,2,15,8,2,1"
"6,102,24,2,15,9,19,6"
"7,102,24,2,15,1,6,2"
"7,102,24,2,15,2,11,3"
"7,102,24,2,15,3,9,3"
"7,102,24,2,15,4,16,5"
"7,102,24,2,15,5,10,3"
"7,102,24,2,15,6,9,3"
"7,102,24,2,15,7,18,6"
"7,102,24,2,15,8,7,2"
"7,102,24,2,15,9,6,2"
"8,102,24,2,15,1,1,1"
"8,102,24,2,15,2,3,1"
"8,102,24,2,15,3,4,1"
"8,102,24,2,15,4,3,1"
"8,102,24,2,15,5,1,1"
"8,102,24,2,15,6,3,1"
"8,102,24,2,15,7,12,4"
"8,102,24,2,15,8,7,2"
"8,102,24,2,15,9,19,6"
"9,102,24,2,15,1,8,2"
"9,102,24,2,15,2,14,4"
"9,102,24,2,15,3,16,5"
"9,102,24,2,15,4,2,1"
"9,102,24,2,15,5,5,2"
"9,102,24,2,15,6,10,3"
"9,102,24,2,15,7,19,6"
"9,102,24,2,15,8,4,1"
"9,102,24,2,15,9,6,2"
"10,102,24,2,15,1,10,3"
"10,102,24,2,15,2,6,2"
"10,102,24,2,15,3,12,4"
"10,102,24,2,15,4,20,6"
"10,102,24,2,15,5,17,5"
"10,102,24,2,15,6,4,1"
"10,102,24,2,15,7,16,5"
"10,102,24,2,15,8,11,3"
"10,102,24,2,15,9,2,1"
"1,103,22,2,2,1,7,2"
"1,103,22,2,2,2,11,3"
"1,103,22,2,2,3,2,1"
"1,103,22,2,2,4,6,2"
"1,103,22,2,2,5,2,1"
"1,103,22,2,2,6,6,2"
"1,103,22,2,2,7,19,6"
"1,103,22,2,2,8,19,6"
"1,103,22,2,2,9,10,3"
"2,103,22,2,2,1,13,4"
"2,103,22,2,2,2,13,4"
"2,103,22,2,2,3,9,3"
"2,103,22,2,2,4,2,1"
"2,103,22,2,2,5,8,2"
"2,103,22,2,2,6,1,1"
"2,103,22,2,2,7,12,4"
"2,103,22,2,2,8,7,2"
"2,103,22,2,2,9,16,5"
"3,103,22,2,2,1,8,2"
"3,103,22,2,2,2,5,2"
"3,103,22,2,2,3,8,2"
"3,103,22,2,2,4,4,1"
"3,103,22,2,2,5,4,1"
"3,103,22,2,2,6,20,6"
"3,103,22,2,2,7,20,6"
"3,103,22,2,2,8,3,1"
"3,103,22,2,2,9,14,4"
"4,103,22,2,2,1,6,2"
"4,103,22,2,2,2,13,4"
"4,103,22,2,2,3,16,5"
"4,103,22,2,2,4,7,2"
"4,103,22,2,2,5,7,2"
"4,103,22,2,2,6,3,1"
"4,103,22,2,2,7,4,1"
"4,103,22,2,2,8,7,2"
"4,103,22,2,2,9,12,4"
"5,103,22,2,2,1,4,1"
"5,103,22,2,2,2,12,4"
"5,103,22,2,2,3,11,3"
"5,103,22,2,2,4,19,6"
"5,103,22,2,2,5,17,5"
"5,103,22,2,2,6,16,5"
"5,103,22,2,2,7,9,3"
"5,103,22,2,2,8,14,4"
"5,103,22,2,2,9,10,3"
"6,103,22,2,2,1,19,6"
"6,103,22,2,2,2,6,2"
"6,103,22,2,2,3,5,2"
"6,103,22,2,2,4,19,6"
"6,103,22,2,2,5,1,1"
"6,103,22,2,2,6,18,6"
"6,103,22,2,2,7,15,5"
"6,103,22,2,2,8,5,2"
"6,103,22,2,2,9,15,5"
"7,103,22,2,2,1,16,5"
"7,103,22,2,2,2,14,4"
"7,103,22,2,2,3,20,6"
"7,103,22,2,2,4,5,2"
"7,103,22,2,2,5,19,6"
"7,103,22,2,2,6,20,6"
"7,103,22,2,2,7,5,2"
"7,103,22,2,2,8,11,3"
"7,103,22,2,2,9,15,5"
"8,103,22,2,2,1,14,4"
"8,103,22,2,2,2,18,6"
"8,103,22,2,2,3,17,5"
"8,103,22,2,2,4,3,1"
"8,103,22,2,2,5,14,4"
"8,103,22,2,2,6,8,2"
"8,103,22,2,2,7,19,6"
"8,103,22,2,2,8,15,5"
"8,103,22,2,2,9,3,1"
"9,103,22,2,2,1,6,2"
"9,103,22,2,2,2,19,6"
"9,103,22,2,2,3,14,4"
"9,103,22,2,2,4,3,1"
"9,103,22,2,2,5,4,1"
"9,103,22,2,2,6,3,1"
"9,103,22,2,2,7,3,1"
"9,103,22,2,2,8,5,2"
"9,103,22,2,2,9,2,1"
"10,103,22,2,2,1,16,5"
"10,103,22,2,2,2,16,5"
"10,103,22,2,2,3,3,1"
"10,103,22,2,2,4,7,2"
"10,103,22,2,2,5,3,1"
"10,103,22,2,2,6,7,2"
"10,103,22,2,2,7,5,2"
"10,103,22,2,2,8,11,3"
"10,103,22,2,2,9,20,6"
"1,104,25,3,18,1,1,1"
"1,104,25,3,18,2,3,1"
"1,104,25,3,18,3,16,5"
"1,104,25,3,18,4,2,1"
"1,104,25,3,18,5,1,1"
"1,104,25,3,18,6,13,4"
"1,104,25,3,18,7,14,4"
"1,104,25,3,18,8,7,2"
"1,104,25,3,18,9,19,6"
"2,104,25,3,18,1,12,4"
"2,104,25,3,18,2,7,2"
"2,104,25,3,18,3,6,2"
"2,104,25,3,18,4,17,5"
"2,104,25,3,18,5,18,6"
"2,104,25,3,18,6,11,3"
"2,104,25,3,18,7,12,4"
"2,104,25,3,18,8,13,4"
"2,104,25,3,18,9,5,2"
"3,104,25,3,18,1,1,1"
"3,104,25,3,18,2,5,2"
"3,104,25,3,18,3,13,4"
"3,104,25,3,18,4,12,4"
"3,104,25,3,18,5,8,2"
"3,104,25,3,18,6,1,1"
"3,104,25,3,18,7,20,6"
"3,104,25,3,18,8,7,2"
"3,104,25,3,18,9,3,1"
"4,104,25,3,18,1,12,4"
"4,104,25,3,18,2,13,4"
"4,104,25,3,18,3,9,3"
"4,104,25,3,18,4,11,3"
"4,104,25,3,18,5,6,2"
"4,104,25,3,18,6,14,4"
"4,104,25,3,18,7,19,6"
"4,104,25,3,18,8,13,4"
"4,104,25,3,18,9,19,6"
"5,104,25,3,18,1,18,6"
"5,104,25,3,18,2,10,3"
"5,104,25,3,18,3,5,2"
"5,104,25,3,18,4,9,3"
"5,104,25,3,18,5,7,2"
"5,104,25,3,18,6,15,5"
"5,104,25,3,18,7,5,2"
"5,104,25,3,18,8,7,2"
"5,104,25,3,18,9,19,6"
"6,104,25,3,18,1,2,1"
"6,104,25,3,18,2,7,2"
"6,104,25,3,18,3,1,1"
"6,104,25,3,18,4,6,2"
"6,104,25,3,18,5,13,4"
"6,104,25,3,18,6,7,2"
"6,104,25,3,18,7,13,4"
"6,104,25,3,18,8,6,2"
"6,104,25,3,18,9,16,5"
"7,104,25,3,18,1,4,1"
"7,104,25,3,18,2,20,6"
"7,104,25,3,18,3,9,3"
"7,104,25,3,18,4,7,2"
"7,104,25,3,18,5,11,3"
"7,104,25,3,18,6,6,2"
"7,104,25,3,18,7,19,6"
"7,104,25,3,18,8,18,6"
"7,104,25,3,18,9,20,6"
"8,104,25,3,18,1,2,1"
"8,104,25,3,18,2,3,1"
"8,104,25,3,18,3,5,2"
"8,104,25,3,18,4,10,3"
"8,104,25,3,18,5,2,1"
"8,104,25,3,18,6,7,2"
"8,104,25,3,18,7,14,4"
"8,104,25,3,18,8,18,6"
"8,104,25,3,18,9,9,3"
"9,104,25,3,18,1,18,6"
"9,104,25,3,18,2,18,6"
"9,104,25,3,18,3,2,1"
"9,104,25,3,18,4,20,6"
"9,104,25,3,18,5,18,6"
"9,104,25,3,18,6,13,4"
"9,104,25,3,18,7,20,6"
"9,104,25,3,18,8,3,1"
"9,104,25,3,18,9,3,1"
"10,104,25,3,18,1,9,3"
"10,104,25,3,18,2,16,5"
"10,104,25,3,18,3,15,5"
"10,104,25,3,18,4,7,2"
"10,104,25,3,18,5,19,6"
"10,104,25,3,18,6,12,4"
"10,104,25,3,18,7,10,3"
"10,104,25,3,18,8,19,6"
"10,104,25,3,18,9,17,5"
"1,105,26,1,11,1,13,4"
"1,105,26,1,11,2,1,1"
"1,105,26,1,11,3,3,1"
"1,105,26,1,11,4,16,5"
"1,105,26,1,11,5,16,5"
"1,105,26,1,11,6,20,6"
"1,105,26,1,11,7,18,6"
"1,105,26,1,11,8,10,3"
"1,105,26,1,11,9,7,2"
"2,105,26,1,11,1,6,2"
"2,105,26,1,11,2,20,6"
"2,105,26,1,11,3,8,2"
"2,105,26,1,11,4,6,2"
"2,105,26,1,11,5,13,4"
"2,105,26,1,11,6,20,6"
"2,105,26,1,11,7,5,2"
"2,105,26,1,11,8,16,5"
"2,105,26,1,11,9,1,1"
"3,105,26,1,11,1,14,4"
"3,105,26,1,11,2,5,2"
"3,105,26,1,11,3,16,5"
"3,105,26,1,11,4,5,2"
"3,105,26,1,11,5,5,2"
"3,105,26,1,11,6,4,1"
"3,105,26,1,11,7,7,2"
"3,105,26,1,11,8,2,1"
"3,105,26,1,11,9,12,4"
"4,105,26,1,11,1,15,5"
"4,105,26,1,11,2,7,2"
"4,105,26,1,11,3,3,1"
"4,105,26,1,11,4,4,1"
"4,105,26,1,11,5,20,6"
"4,105,26,1,11,6,19,6"
"4,105,26,1,11,7,16,5"
"4,105,26,1,11,8,12,4"
"4,105,26,1,11,9,4,1"
"5,105,26,1,11,1,14,4"
"5,105,26,1,11,2,17,5"
"5,105,26,1,11,3,2,1"
"5,105,26,1,11,4,9,3"
"5,105,26,1,11,5,10,3"
"5,105,26,1,11,6,15,5"
"5,105,26,1,11,7,10,3"
"5,105,26,1,11,8,9,3"
"5,105,26,1,11,9,9,3"
"6,105,26,1,11,1,12,4"
"6,105,26,1,11,2,5,2"
"6,105,26,1,11,3,16,5"
"6,105,26,1,11,4,9,3"
"6,105,26,1,11,5,8,2"
"6,105,26,1,11,6,7,2"
"6,105,26,1,11,7,10,3"
"6,105,26,1,11,8,7,2"
"6,105,26,1,11,9,5,2"
"7,105,26,1,11,1,16,5"
"7,105,26,1,11,2,3,1"
"7,105,26,1,11,3,6,2"
"7,105,26,1,11,4,10,3"
"7,105,26,1,11,5,17,5"
"7,105,26,1,11,6,5,2"
"7,105,26,1,11,7,6,2"
"7,105,26,1,11,8,8,2"
"7,105,26,1,11,9,12,4"
"8,105,26,1,11,1,5,2"
"8,105,26,1,11,2,15,5"
"8,105,26,1,11,3,2,1"
"8,105,26,1,11,4,12,4"
"8,105,26,1,11,5,20,6"
"8,105,26,1,11,6,6,2"
"8,105,26,1,11,7,3,1"
"8,105,26,1,11,8,7,2"
"8,105,26,1,11,9,19,6"
"9,105,26,1,11,1,18,6"
"9,105,26,1,11,2,7,2"
"9,105,26,1,11,3,11,3"
"9,105,26,1,11,4,6,2"
"9,105,26,1,11,5,6,2"
"9,105,26,1,11,6,18,6"
"9,105,26,1,11,7,16,5"
"9,105,26,1,11,8,18,6"
"9,105,26,1,11,9,2,1"
"10,105,26,1,11,1,19,6"
"10,105,26,1,11,2,16,5"
"10,105,26,1,11,3,15,5"
"10,105,26,1,11,4,16,5"
"10,105,26,1,11,5,16,5"
"10,105,26,1,11,6,18,6"
"10,105,26,1,11,7,4,1"
"10,105,26,1,11,8,3,1"
"10,105,26,1,11,9,20,6"
"1,106,28,1,1,1,8,2"
"1,106,28,1,1,2,14,4"
"1,106,28,1,1,3,4,1"
"1,106,28,1,1,4,6,2"
"1,106,28,1,1,5,9,3"
"1,106,28,1,1,6,8,2"
"1,106,28,1,1,7,12,4"
"1,106,28,1,1,8,8,2"
"1,106,28,1,1,9,11,3"
"2,106,28,1,1,1,12,4"
"2,106,28,1,1,2,5,2"
"2,106,28,1,1,3,10,3"
"2,106,28,1,1,4,11,3"
"2,106,28,1,1,5,2,1"
"2,106,28,1,1,6,7,2"
"2,106,28,1,1,7,2,1"
"2,106,28,1,1,8,15,5"
"2,106,28,1,1,9,15,5"
"3,106,28,1,1,1,8,2"
"3,106,28,1,1,2,7,2"
"3,106,28,1,1,3,15,5"
"3,106,28,1,1,4,16,5"
"3,106,28,1,1,5,15,5"
"3,106,28,1,1,6,4,1"
"3,106,28,1,1,7,5,2"
"3,106,28,1,1,8,17,5"
"3,106,28,1,1,9,19,6"
